,rating,sentiment,review,spearman,sympathy,unsympathy,correlation
10562,8,0.944979072,자주보던 범죄영화처럼 통쾌함도 있고 유쾌함도 있고 배우들 연기도 좋고!! 근데 좀 잔인해서 좀... ,-0.033208112,2,0,0.144979072
10564,10,0.368905008,마동석에영화 근데 윤계상도 미친듯 ,0.866025404,2,0,0.631094992
10565,10,0.620038629,긴말 안하고 진짜 강추입니다.그리고 댓글 알바라는둥 이런말이 있는데 ㅋㅋㅋ 본인들이 쓰건 의견이고 남들이 쓴건 왜 알바라고 생각함? ㅋㅋㅋ 재밌다는 기준이 다른건데 본인들이 쓴건 맞고 남들이 쓴거는 틀렷다고 보는거 자체가 글러먹은듯 ㅋㅋㅋㅋ ,0.548300155,2,0,0.379961371
10566,10,0.657391191,"모든 조연들 연기 하나하나가 알차고, 흠잡을 곳이 없음! ",0.547722558,2,0,0.342608809
10567,10,0.994297147,다들 연기가 좋아서 집중해서볼수있었구 넘나 재밌어용! 강추! ,0.51754917,2,0,0.005702853
10569,9,0.367260397,장첸 오른팔 진선규가 남았다... ,0.227361482,2,0,0.532739604
10570,10,0.627815247,진짜 재밌게 보고 왔습니다마블리 멋지고 사랑스럽습니다누구하나 연기가 빠지는 분이 없으시네요ㅋ ,-0.130930734,2,0,0.372184753
10571,10,0.582826614,좀비잡는남자는 역시 갑이다 ㅋㅋㅋㅋ ,0.25819889,2,0,0.417173386
10572,10,0.235227972,시작부터 끝까지 눈을 뗄수가 없음. 정말 후회없음. 말 할필요없이 그냥 보세요. 또 보고싶당. ,0.642800585,2,0,0.764772028
10573,7,0.887999296,킬링타임용으론 좋음 볼만함 ,-0.8,2,0,0.187999296
10574,10,0.524305522,마동석 꿀잼이용 잔인했지만 잼씀 ,0.423607545,2,0,0.475694478
10575,10,0.949845552,윤계상은 이제 훌륭한 배우다!!최고!! ,0.452065551,2,0,0.050154448
10576,10,0.776210725,간단히 졸잼 영화입니다. ,0.714348242,2,0,0.223789275
10577,10,0.980691075,재밌어요 역시 마동석이네요 ,0.359309738,2,0,0.019308925
10578,9,0.967061877,마형사 최고.. 윤장첸 연기 굳 ,0.311613378,2,0,0.067061877
10579,6,0.586513102,마블리를 위한 마블리의 마블리에 의한 영호ㅓ ,0.006454046,2,0,0.013486898
10580,10,0.984830022,매우 재미있어요 꼭 보세요 ,0.426006223,2,0,0.015169978
10581,9,0.991915703,재미있게 잘봤습니다! ,0,2,0,0.091915703
10582,10,0.675902963,개꿀잼 재밌네요 지루한시간이 1초도 없는영화 ,0.866025404,2,0,0.324097037
10583,10,0.756990492,"범죄와의 전쟁, 베테랑과 혼합시킨 영화네요. ",0.447840503,2,0,0.243009508
10584,10,0.203151971,너 안보니 도랏니? 일없니? ,0.774596669,2,0,0.796848029
10585,9,0.692283273,완전 잼나네요! 모처럼 대박 액션영화가 나왔네요 ,0.804617278,2,0,0.207716727
10586,8,0.364259809,볼먀합니다 보시고후회는없을듯 ,0.429321029,2,0,0.435740191
10587,10,0.772450268,꿀잼이다 여친이랑 보면 너무도 좋다 ,0.658062166,2,0,0.227549732
10588,8,0.549859464,잔인한 장면도 있었지만 잼있었어요~ ,0.559065392,2,0,0.250140536
10589,8,0.981904626,마동석씨 연기 잘하네요~~ 지루할틈없이 재밌게 잘봤어요~~ ,0.59401965,2,0,0.181904626
10590,10,0.878196716,와 ... 시간 가는줄 몰랐어요 .. 다른영화처럼 .. 언제 끝나나 기다리지 않았어요 ... 대박이네요 ~ ,0.832630264,2,0,0.121803284
10591,10,0.80564487,완전 말이 필요없는영화 짱짱 ,0.866025404,2,0,0.19435513
10592,9,0.995153844,재밌게 잘 봤네요~배우 윤계상의 새로운모습~좋았음 ,0.246565642,2,0,0.095153844
10593,10,0.847638011,아.. 진짜 꼭 봐라니~ ,-0.288675135,2,0,0.152361989
10594,9,0.894222438,윤계상 연기진짜 잘해요 마블리 짱 ,0.617496981,2,0,0.005777562
10595,8,0.999321222,재밌게 봤습니다~ 실화바탕이라고 해서 더 재밌게 본 것 같네요ㅎㅎ 연기력 역시 대박!! ,0.527855762,2,0,0.199321222
10596,10,0.95768106,그냥 미친영화다! 몰입도 짱! 마요미는 말할것없구 윤계상연기 정말 잘한다!!! 계속 잔인하다가 빵터지다가 반복!! 조진웅♥ 깜짝 출연도 진짜 대박!!! ,0.678606574,2,0,0.04231894
10597,10,0.053597003,진짜 핵꿀잼 모든배우분들 연기도 멋졌어요 처음에 윤계상 형님입고나왔던 롱더블코트 어디제품인지 아시는분있나요?ㅜ ,0.577350269,2,0,0.946402997
10598,10,0.647413313,윤계상 모야 멋잇네 ㅋㅋ ,0.560689187,2,0,0.352586687
10599,8,0.311987191,마동석 팔뚝은 별5개!!!! ,0.866025404,2,0,0.488012809
10601,10,0.841394246,말이 필요 있습니까?굿입니다!! ,-0.506024314,2,0,0.158605754
10603,10,0.988811612, 아무말없이 영화만 봤네요 몰입감 최고! 특히 윤계상씨 아파하는 연기 진짜 좋았어요 ㅎㅎㅎ ,0.40043503,2,0,0.011188388
10604,10,0.996199846,진짜 우리 마동석 삼촌한테 제대로 입덕했다!!윤계상 삼촌도 완전 프로연기자네!!두분다 최고!!(^o^)b ,0.246655247,2,0,0.003800154
10605,9,0.888282955,코믹도 살아있고 액션감도 그럭저럭 괜찮으나 지나치게 잔인한점 그리고 차량추격같은 스릴신이 적다는거에서 좀 아쉬었음 ,0.537072059,2,0,0.011717045
10606,10,0.819969237,말이 필요없음 무조건 보셈 ,0.782623792,2,0,0.180030763
10607,10,0.795568585,꼭보고 두번봐라 안보면 아이된다 니 알겠니? ,0,2,0,0.204431415
10608,10,0.968385518,마동석.윤계상 진짜 연기잘한다~~  완전  꼭 보세요~~스릴심장을  조린다.. ,0.838568034,2,0,0.031614482
10609,8,0.524305522,잼있어요살벌하고독하고 ,-0.866025404,2,0,0.275694478
10610,10,0.81629324,잘봤어요ㅠㅠㅠㅠ짱짱 ,0.380251489,2,0,0.18370676
10611,10,0.351337314,재.밌.다.  약간 잔인하기도 하지만 19금이니 패쓰~ ,0,2,0,0.648662686
10612,8,0.798962236,잔인하나 볼만함 마동탁찡 ,0.432742193,2,0,0.001037765
10615,10,0.611777902,갓갓갓갓 동석형!! 그런데 너무 벨붕 아니냐 ,0.434427999,2,0,0.388222098
10616,9,0.270027459,"일부 연기구멍들과 스토리상 억지는 있지만 오락영화로는 진짜 꿀잼ㅋㅋㅋ 잔인하다고 말은 하는데 그냥 망치꿍, 칼퓩퓩하는 조폭영화 수준임.마동석표 유머 너무 좋음. 괜히 마요미가 아님 ㅠㅠ ",0.428949193,2,0,0.629972541
10618,10,0.993668437,정말 재밌게 봤어요ㅎㅎ ,0.480122945,2,0,0.006331563
10620,10,0.493858188,수작! 말이필요없음 지루할틈없었다 ,-0.774596669,2,0,0.506141812
10621,10,0.748427689,지루할 틈이없는 완벽한 영화였어요~~~범죄영화면서 코믹이기 쉽지않은데..진짜 대박!!!한번더 보고싶어요~~~!!! ,0.577350269,2,0,0.251572311
10623,10,0.53297478,와.... 윤계상 대배우되ㅛ네 ,0.059464348,2,0,0.46702522
10624,10,0.960278392,시간가는줄모르고봤네요ㅋㅋ잔인한데 또봐야겠음ㅋ 마동석왤케웃끼냐ㅋㅋㅋㅋ ,0.398697447,2,0,0.039721608
10625,9,0.531941652,꾸울잼~~~ㅋㅋㅋㅋ ,0.816496581,2,0,0.368058348
10626,10,0.972568154,이번 최고의 오락 영화는할리우드는 베이비 드라이버국내영화는 범죄도시적재적소에 나오는 유머코드. 과하지도 않고 덜하지도 않았던 간이 제대로 맞춰진 연기가 아닌 실제같았던 리얼 오락영화였다!! 최고!!! 마동석 이제 스타반열에 오르네.. ,0.231475441,2,0,0.027431846
10627,10,0.293860078,마동석 윤계상의 오지는 클라~스 배우들 연기가 오지고 지리고 렛잇고 ,0.448934438,2,0,0.706139922
10628,9,0.925682843,"마동석의 뻔한 연기와 이미지가 보일까 기대안하고 봐서그런지 매우 재밌었음 무자비한 조선족 윤계상, 악역연기 매우 잘했음 ",0.187081444,2,0,0.025682843
10629,10,0.900863886,시간가는줄모르고봤습니다~주조연들연기가진짜같았어요~ ,0.498693321,2,0,0.099136114
10630,9,0.68049252,잔인한거 빼면 진짜 재미잇게 봣음 ,0.667368671,2,0,0.21950748
10631,10,0.286484718,오늘보고왔어요 ㅋㅋㅋㅋ 너 아직도아니봤니? ,0,2,0,0.713515282
10632,9,0.902462006,오 굿좋ㅇㅏ여아여잉김 ,0.866025404,2,0,0.002462006
10633,10,0.941461325,완전 굿. 간만에 재미있는 영화 ,0.774596669,2,0,0.058538675
10635,10,0.870305598,영 잼있슴다. 꼭 보쇼! ,0.866025404,2,0,0.129694402
10636,10,0.900695682,역시 동석동석 마동석 잘봤습니다 ㅎ ,0,2,0,0.099304318
10637,10,0.755381823,마동석씨가 이렇게 매력적인지 몰랐음. 지루하지 않는 정말 재미있는 영화음오늘부터 동석오빠 팬임 ,0.866025404,2,0,0.244618177
10638,10,0.853685021,진짜 말이필요없습니다.굿굿 ,0.261116484,2,0,0.146314979
10639,10,0.253781617,윤계상이 그냥 장첸이다 ,0.709208143,2,0,0.746218383
10640,10,0.44955045,마동석피지컬에 한번 놀라고 윤계상연기력에 두번놀라부러 ,0.410791918,2,0,0.55044955
10641,10,0.960614502,완전 짱입니다 !!! 두번보고싶어요 ,-0.547722558,2,0,0.039385498
10642,9,0.120801866,갓나 새키 신세계보단 무겁지만 그 힘든걸 마쁜이가 해냅니다 열 경찰 안부러운 새로운 히어로 마블리 ,0.207389798,2,0,0.779198134
10643,10,0.853123784,범죄도시 짱~~~입니다요!!! ,0.471040241,2,0,0.146876216
10644,10,0.931562305,믿고보는 마동석!!입니다 ,0.298896253,2,0,0.068437696
10645,10,0.393238753,진짜 윤계상 작품나오면 무조건본다.. ,-0.335410197,2,0,0.606761247
10646,9,0.428172886,"흥행하는 영화에는 이유가 있다. 잘 짜인 각본과 액션이 몰입도를 높여주고, 유머는 과하지가 않다.  드라마면 드라마, 액션이면 액션, 전반적으로 만족도가 높은 영화이다. ",0.634763765,2,0,0.471827114
10647,10,0.913571715,시간 가는 줄 모르고 봤네요. 뻔한 스토리이지만 너무 재밌음. 마동석 얼굴만 봐도 웃기네요 ㅋㅋㅋㅋ 근데 좀 잔인해요. ㅠㅠ ,0.855805921,2,0,0.086428285
10651,9,0.999686956,마동석연기가 물이 올랐네요~넘 웃겼어요~악당들 때릴때마다 내속이 다 후련~~개인적으로 대머리조폭두목 인상깊더라는 ㅎㅎ넘 재밌게봤어요~~ ,0.260140907,2,0,0.099686956
10652,10,0.524305522,마동석 엄지척마동석 쵝오 ,-0.25819889,2,0,0.475694478
10653,7,0.990948558,윤계상 연기 참 잘하네요 재밌게 잘 봤습니다. ,-0.404519917,2,0,0.290948558
10654,10,0.111314565,평점 1점은 아이대니 알갓니? ,0.50770485,2,0,0.888685435
10655,10,0.441046894,마동석표 애드립식 연기 엄청 웃겨요 ㅋㅋㅋ 베테랑 느낌의 코믹오락영화임. 윤계상이 배우로 느껴지는 영화였음 ,-0.174264449,2,0,0.558953106
10656,10,0.996838391,마동석 사이다 연기 진짜 통쾌하네요..연출력 너무 좋고 암튼 또보고 싶을정도로 재밌었요 ,0.632912592,2,0,0.003161609
10657,9,0.493832976,기대 안하고 봤는데 잼남ㅋㅋ ,0.230179781,2,0,0.406167024
10658,10,0.524305522,별 최고점찍어라 아랏니 ,0.483779447,2,0,0.475694478
10660,10,0.274166226,니 내가호구로보이니? 봐라잼있다 ,0.110387724,2,0,0.725833774
10662,9,0.085049421,윤계상 god 안하고 처음부터 배우했으면 어땠을거 같냐? ,0.597614305,2,0,0.814950579
10663,10,0.994517207,오 재밌게 잘봤어요 ..여자친구랑 같이봤는데 ..  옆에서 혼자웃고있네요 ㅋㅋㅋㅋ 이정도면 연기잘하고  마동석 역시나 ㅋㅋㅋㅋ 시원시원하네요 ,0.447213595,2,0,0.005482793
10665,9,0.894222438,마동석 윤계상 연기 둘다 진짜 잘합니다 ,0.566743657,2,0,0.005777562
10666,10,0.940085053,올해본영화중 단연 독보적으로  잘만든 영화입니다 처음부터끝까지 긴장을 장난 아님. 인생 영화!!♥ ,0.894427191,2,0,0.059914947
10667,10,0.976540923,믿고 보는 마동석임 완전 재미있음 ,0.866025404,2,0,0.023459077
10668,9,0.996590555,좀 잔인하고 폭력적이였지만 주연배우들과 조연배우들의 연기가 정말 좋았다 특히 윤계상씨 진짜 최고였어요 ,0.526317922,2,0,0.096590555
10669,10,0.889718235,다시 봐도 질리지 않는 영화 존잼 ,0.632455532,2,0,0.110281765
10670,9,0.524305522,니 혼자니?? 니 혼자니?? ,-0.5,2,0,0.375694478
10671,10,0.304181665,믿고 거르는 전문가 평점...믿고 보는 관람객 평점.. ,-0.737864787,2,0,0.695818335
10672,9,0.9697088,유쾌하고 재미있었네요! ,0.774596669,2,0,0.0697088
10673,10,0.958310962,재밋습니다.굳굳 ㅋㅋㅋ ,-0.005802589,2,0,0.041689038
10675,10,0.958037257,최근본 한국영화에서 단연 최고였습니다 ^^ ,0.446910091,2,0,0.041962743
10676,9,0.999522805,2017년도 최고의 액션한국영화! 그리고 윤계상이라는 배우를 다시보게~ 대박. 동석행님이야 그냥 사랑이고...ㅋ ,0.600099198,2,0,0.099522805
10677,8,0.911199451,생각만큼 잔인하지도 않고 조연들이 연기 맛깔나게 잘했음! ,0.5,2,0,0.11119945
10678,10,0.945077181,아주아주아주아주 재밋음 ,0.704186851,2,0,0.054922819
10679,7,0.998711705,재밌어요~~!!ㅎㅎ완전완전ㅎㅎㅎㅎ ,0.018355577,2,0,0.298711705
10681,10,0.298924804,미쳤다ㄷㄷㄷㄷ 윤계상 악역 대박임... 진짜 조선족 토박이인줄.. 마동석은 괜히 귀여운척하는 역할보다 훨 어울림ㅜㅠ 이제야 맞는 역할한듯 ,0.413271804,2,0,0.701075196
10682,10,0.606378317,굿. 진실의 방으로~ㅋㅋㅋ ,0.179284291,2,0,0.393621683
10683,9,0.979101777,진심잼남ㅋㅋ마동석 윤계상최고! 조금 잔인함 ,0.302517841,2,0,0.079101777
10684,10,0.578803659,한번더 보고싶다...영화값부담스러워 ,0.660367889,2,0,0.421196342
10685,7,0.724131286,한국영화의 정형화 된 틀 안에서 잘 만든 영화 ,0.184578607,2,0,0.024131286
10686,9,0.985547304,연출이 리얼하네요 ㅋㅋ잘봤습니다:) 재밌어요~ ,0.537026678,2,0,0.085547304
10687,10,0.647413313,마브으으으으을리ㅋㅋ ,0.948683298,2,0,0.352586687
10688,10,0.996088922,정말 재밌게 봤습니다!! 강추!! ,0.350324525,2,0,0.003911078
10689,9,0.918954849,"아무 생각없이 보다가 빵터지고 재밌었어요ㅋㅋㄱ제일 터졌던게""응~인사해 전변호사님 이라고""ㅋㅋㅋ보신분들은 아실듯ㅋㅋㅋ캐릭터들도 잘 살아있고후회없는 영화입니다! ",0.5,2,0,0.018954849
10690,10,0.938197732,기대안했는데 몰입감 대박. 다시 볼 의향있음 ,0.577350269,2,0,0.061802268
10691,10,0.814604282,통쾌하고 후련하다 마동석×윤계상의 케미폭발! ,0.154438448,2,0,0.185395718
10692,10,0.225917518,관람했는데 리얼 꿀잼 알바아님 ㄷㄷ ,0.596405829,2,0,0.774082482
10693,10,0.967857599,끝까지 간다 이후로 재밌게 본 한국 영화 ㅋㅋ 윤계상이랑 그 부하들 넘 무서움.ㅜ ,-0.25819889,2,0,0.032142401
10695,9,0.646250784,볼만했음 개인적으로 베테랑이 더나았지만. 재미와 스릴이 있었음 윤계상 극혐해짐.. 연기를 잘했다는 탓이겠지 ,0,2,0,0.253749216
10696,10,0.876121879,ㅂ재미짐 ㅎㅎ 두번볼만합니다 ,0.866025404,2,0,0.123878121
10697,10,0.813488245,재밌었음 후회안할만함 ,0.213200716,2,0,0.186511755
10698,10,0.472139388,아주 연기들이 쩔어요~~~ ,0.059898383,2,0,0.527860612
10699,10,0.744506717,"윤계상의 재발견이다 이건 ""이야~ 윤계상이 연기 마이늘었다 어디에 뉘기한태서 배웠니?"" ",0.5,2,0,0.255493283
10700,10,0.898893833,마동석이 주연이라 신선하고 조연들도 연기 너무 잘해서 소름이 돋았습니다. 한번더 보고 싶을정도입니다. 조금 잔인합니다 ,0.520673269,2,0,0.101106167
10701,8,0.307162046,기대 안한 낚시에 잡힌 월척 ,-0.019005407,2,0,0.492837954
10702,10,0.224313885,중간중간 언어유희 코미디가 인상적..혼자야? 응 싱글이야. ,-0.392792202,2,0,0.775686115
10703,10,0.523657799,윤계상 연기가 너무 돋보였다 ,0.5614886,2,0,0.476342201
10704,10,0.878124237,마동석 이 멱살잡고 캐리하는 와중에윤계상 연기 너무 잘해요 무서울 정도로핵강추!! ,0.580034835,2,0,0.121875763
10705,9,0.992554188,"윤계상 연기력 좋았고, 마동석표 개그감 좋았으며조연들도 모두 빛이났던 영화였습니다.감독의 캐스팅력 굳!!! ",0.207019668,2,0,0.092554188
10707,9,0.996478796,재밌음! 윤계상 연기잘함 마동석 인생영화~ ,0.794461347,2,0,0.096478796
10709,10,0.960898519,너어어어어ㅓㅇ어ㅓ어어어어뮤 재밋엇어요 ,0.577350269,2,0,0.039101481
10710,8,0.742030501,새로울거 없는 연출과 내용이엿지만배우들의 연기가 좋았고 시원했다 ,0.275501509,2,0,0.057969499
10711,10,0.980224848,너무너무 재밌었어요!!!! ,0.948683298,2,0,0.019775152
10712,10,0.464426041,존잼투더잼세번잼네번잼 두번죽을잼 딸기잼 ,0.319270761,2,0,0.535573959
10713,9,0.982546091,평점그대로 넘재밌어요~~배우들 주조연할것없이 너무너무 연기도 잘해요.잔인한것때문에 1점빼었요ㅜㅜ ,0.916889456,2,0,0.082546091
10714,10,0.906800389,천의얼굴 윤계상~말이 씨가되었다ㅎㅎ안보면 후회합니다~^^ ,-0.707106781,2,0,0.093199611
10715,10,0.787111044,마동석행님 때문에 넘넘 웃기구 윤계상씨는 지대루 이미지 변신~!!대~박이였습니당ㅋㅋㅋ강추강추 ,0.17856111,2,0,0.212888956
10716,10,0.927612126,혼자가서봐도재미있습니다 ,0.566213373,2,0,0.072387874
10717,10,0.843615055,너무재밌게봤어요. 윤계상 연기도 멋졌고 마동석은 말할것도없고!! 두분다 멋지세요 ,-0.866025404,2,0,0.156384945
10718,10,0.888090134,와~~ 마동석이다~~ ,0.605162099,2,0,0.111909866
10719,10,0.952160478,대박조짐이 보인다 흥해라! 재미있게 봤습니다 ,0.306527805,2,0,0.047839522
10720,10,0.03468585,볼만함/웃김참고로 남한산성은 1점도 아까움남한산성 먼저보고 이거본게 다행 ,0.530065015,2,0,0.96531415
10721,10,0.47220391,모두만족하고재미있지만조선족연기는족발든면정학을따라갈순없다 ,-0.257574962,2,0,0.52779609
10723,10,0.92051506,조폭 깡패 범죄영화 진짜 지겨운데.. 이건 진짜 재밌다ㅋㅋㅋㅋ오락영화에 작품성이런거 모르겠고ㅋㅋ 웃기고 쫄리고 진짜 재밌다ㅋㅋㅋ 혼자왔니의 여운이 떠나질않아ㅋㅋ ,0.578192393,2,0,0.07948494
10724,7,0.982041061,윤계상이 연기를 너무잘해요! 꼭보세요 ,0.177324841,2,0,0.282041061
10725,10,0.629171908,진짜 인생영화~!! 핵꿀잼 강추 ~!! 이런 영화평점 난생처음 작성한다감동  오짐 ~~시원그자체~!! 스트레스 확 다 날림보내내내 심장 쫄깃~!기대이상~!! ,0.866025404,2,0,0.370828092
10726,10,0.572862685,"액션.. 조선족 사투리,,,, 윤계상 연기 짱,, ",0.609452551,2,0,0.427137315
10727,8,0.867194057,진짜 존재미 그런데 살짝 마동석히어로 영화물 근데 다들 연기 잘하고 별루 안잔인하고 계속 웃음나옴 감동코드도 없고 정말 웃고싶을때 보기 좋음 ,1,2,0,0.067194057
10728,10,0.827181101,오랜만에 정말 잼나는 영화였습니다~^^ ,0.410791918,2,0,0.172818899
10729,9,0.969014049,오랜만에 정말재미있게 봤어요 ,0.820782682,2,0,0.069014049
10730,10,0.349565685,꿀잼 라이트하게 보기에는 ,0.528622148,2,0,0.650434315
10731,10,0.922387779,장난하니?너무재밌잖니??너거들 꼭 봐라 아랐니? ,0.099602384,2,0,0.077612221
10732,10,0.816948295,처음부터 끝까지 웃음과 잔혹.긴장이 왔다갔다하더니 만족감 급상승 ,0.452558284,2,0,0.183051705
10733,9,0.946387053,잔인한 장면이 많은데 순간순간 깨알재미로~~ 역시 마블리~~ ,-0.223606798,2,0,0.046387053
10734,10,0.599438548,다들 진실의 방으로 가자~ ,0.188350496,2,0,0.400561452
10735,9,0.670704842,간만에 진짜루~잼나게 봤다 ,0.866025404,2,0,0.229295158
10736,10,0.172166944,왜 마블리 마블리 하는지 알겠어요~ ,0.489189592,2,0,0.827833056
10737,10,0.954845488,조금 잔인하긴 했지만 아주 재미있었습니다! ,0.128449858,2,0,0.045154512
10738,10,0.785802364,윤계상씨 더러운표정 일품  터닝포인트가될듯~~ ,0.057152832,2,0,0.214197636
10739,10,0.992159665,정말 재밌어요 무조건 꼭 보세요!!!! ,0.385026771,2,0,0.007840335
10740,10,0.314835429,마덩석 멋지싶니다... ,-0.866025404,2,0,0.685164571
10741,10,0.962116122,"진짜 구라안치고 조~~올라 재밌음..핵꿀잼 꼭봐라 마블리제대로 느끼고옴,.. 윤계상은 악역주제에 섹시함 ",0.713520918,2,0,0.037883878
10742,10,0.932353377,꼭 봐라!! 안보면 후회한다! ,0.688915354,2,0,0.067646623
10743,10,0.973483086,아 진짜 2시간 시간 가는줄 몰랐네요.진심 재밌음ㅋㅋㅋㅋ ,0.763762616,2,0,0.026516914
10744,10,0.918711901,꼭 보세요.진짜 최고다. 관전포인트는 마동석이랑 장첸이다. 장첸의 눈빛 연기랑 금천구 조폭 깍두기들을 장악하는 그 표정/눈빛. 간만에 골때리게 끝내주는 영화봤습니다. ,0.676123404,2,0,0.081288099
10745,9,0.524305522,구12345678웃 ,1,2,0,0.375694478
10746,10,0.388134599,마동석 손바닥 스매싱 지리고 갑니다 ㅋㅋㅋ ,-0.205747131,2,0,0.611865401
10747,10,0.862646222,윤계상이 의외로 진짜 연기를 잘하네요 ,0.316227766,2,0,0.137353778
10749,10,0.679908454,존잼입니다 잦댐니다 보세요 ,0,2,0,0.320091546
10750,10,0.900904179,너무너무 꿀잼 진짜 ㅋㅋㅋㅋ ,-0.6,2,0,0.099095821
10751,10,0.590122819,악당보다 동석찡이 더 잔인해 ㅠ 불쌍한 윤계상 ㅠ ,0.252855816,2,0,0.409877181
10752,10,0.633900464,박지환씨 조선족연기자인줄 넘멋있었습니다 ,0.866025404,2,0,0.366099536
10753,7,0.994706631,"생각없이 볼만한 영화, 재미있음 ",-0.170735719,2,0,0.294706631
10755,10,0.478278905,오랜만에 예고편이 다가 아닌 영화를봤다 마동석은 둘째치고 윤계상 연기변신 대단했음 ,0.170486529,2,0,0.521721095
10757,10,0.917795062,"지루할 틈이 없네요. 2017년 최고의 영화, 신세계 재밌게 봤던 분들은 꼭 보세요. ",0.676123404,2,0,0.082204938
10758,9,0.990335822,잔인한부분빼고 넘넘 재밌었음 ,-0.25819889,2,0,0.090335822
10759,10,0.986810207,이야~~  진짜 시간 가는줄 모르고 봤다 완전 꿀잼 꼭 보시길 ,0.684400137,2,0,0.013189793
10760,9,0.899305224,재밌어요 그런데 저는 조금.. 잔인한 장면이 많아서 10점은 아니지만 마동석님의 인생작! ,0.013418344,2,0,0.000694776
10761,9,0.860820532,역시 마요미♡ 였네요. 잔인한 장면에는 눈을 감긴했지만 윤계상의 연기가 놀라울정도였어요. 잘 보고 많이 웃었습니다. ,-0.444590619,2,0,0.039179468
10762,10,0.922426999,솔직하게 존잼임ㅋㅋ낮은평점보고 볼까말까 고민한다면 걍 보셈 절대 후회안함! 연관검색어에 조연배우들 이름 촤라락 올라와 있는거 보면 모든 배우가 얼마나 캐릭터를 잘 살리면서 연기를했는지 알 수 있지 않음??ㅋㅋㅋ 웃기고 잔인하고 아주 난리남ㅋㅋㅋ ,-0.866025404,2,0,0.077573001
10763,10,0.772637725,말로 표현을 못하겠음 꼭 봐야하는 영화 ,0.866025404,2,0,0.227362275
10764,10,0.984205842,존나 재밌음 진심 꼭보셈 ,0.335657614,2,0,0.015794158
10765,9,0.660589159,아무리 윤계상이라도 황해의 김윤석을 만난다면.. ,-0.25819889,2,0,0.239410841
10766,10,0.812865019,말이 필요 없네요! 간만에 지루하지 않게본 유일한영화 ,0.49377072,2,0,0.187134981
10767,10,0.976801157,어제보고왔는데 기대안하고봐서 그러나 대박재밌다캐스팅도 진짜 연변사람같은분들만 어떻게 캐스팅하신건지신인배우들 대구등장인데 연기도 다들좋고 윤계상 연기변신이 인산깊었다 간만에 재밌는영화본거같음 흥했으면 좋겠다 ,0.805690716,2,0,0.023198843
10768,10,0.976870537,최고 그 자체! 배우들의 명연기 크으으 ,0.364791817,2,0,0.023129463
10769,8,0.383302182,배우들 연기 왜 이리 잘해요??존잼 ,-0.210818511,2,0,0.416697818
10771,10,0.333426297,싸다구 한방 기절..뚱땡이 주먹한방 기절.. ,0.481226503,2,0,0.666573703
10772,9,0.976472735,마동석 특유의 연기가 재밌었던 영화. 재밌습니다 ,0.355528565,2,0,0.076472735
10773,9,0.629700303,한국경찰이 답답하지 않았던 첫 영화네요 ,0.703526471,2,0,0.270299697
10774,9,0.944450617,재미있게 잘 본 영화였어요. ,0,2,0,0.044450617
10775,10,0.864663184,최고다 정말 ㅋㅋㅋ 인생영화!!! ,0.40824829,2,0,0.135336816
10776,10,0.894470811,여윽시 마동석 연기 지리구요 윤계상 님은 인생영화 만나신듯! ,0.693060178,2,0,0.105529189
10777,10,0.531941652,대박 대박   잼남ㅋㅋㅋ마동석  캐미 즐즐 ,-0.072117582,2,0,0.468058348
10780,10,0.993739069,재밌어용재밌어어어 재미짐니다아 ,0.623926461,2,0,0.006260931
10781,8,0.171401501,이수파 두목 그 빡빡이가 80년생이라는거에 충격먹어 2점뺀다 ,0.699707849,2,0,0.628598499
10782,9,0.929506421,재밋어여   마동석.윤계상  짱 ,0.529231937,2,0,0.029506421
10783,10,0.964584231,어이 ! 재밌슴다~@! ,-0.204124145,2,0,0.035415769
10784,10,0.531941652,킹스맨 저리 가라ㅋㅋㅋ ,0.365794297,2,0,0.468058348
10785,10,0.999839246,최고입니다 정말 최고 최고 최고 ,0.091287093,2,0,0.000160754
10786,8,0.665430427,재미 있어요.  마동석 몸이 장난이 아님 ,0.585194694,2,0,0.134569573
10787,10,0.988689661,잔인한 장면이 많았지만 시간가는줄 모르고 보고 왓네요 ,0.446554356,2,0,0.011310339
10788,10,0.993596077,재밌다는 이야기가 많아서 보러 갔는데 생각한거 보다 훨씬 재밌더군요 ,0.626600515,2,0,0.006403923
10789,10,0.510300875,여윽시 믿고보는 동석형님 ,0.766670393,2,0,0.489699125
10790,9,0.997162581,재밋고재밋고잔인하고재밋고 ,0.659036147,2,0,0.09716258
10792,9,0.892863274,개재밌다ㅋㅋ마동석 후배형사 한명 살빠진 이대호같음 ,0.23667963,2,0,0.007136726
10793,10,0.242891133,진짜 지루할틈이 없었음 ㅋ존잼 ,0.711039632,2,0,0.757108867
10794,9,0.90377903,재밌어요 ㅋㅋㅋㅋ아랏니? ,0.507509597,2,0,0.00377903
10795,10,0.864554167,신세계 뺨칩니다 진심 보세요!! ,-0.894427191,2,0,0.135445833
10796,9,0.685740948,하드코어 액션과 코믹한 한국적 캐릭터가 독보적 ,0.234561273,2,0,0.214259052
10798,10,0.697850227,주인공이 걱정안되는 영화라는거에 격공ㅋㅋㅋ 넘재밌었어요 ,0.755928946,2,0,0.302149773
10800,10,0.841564775,마동석 역시힘으로한방!!!! 멋있습니다 형님~♡ ,0.687822347,2,0,0.158435225
